name	index	f
P23443_S427	309	-3.06915425996062
P23443_S441	310	-1.2042321227328
P23443_T444	311	-2.15587209521343
P33981_S281	312	-2.62233982704651
P41743_T564	313	-1.11001569019948
P48730_T347	314	-2.1942305350958
P51957_S639	315	1.48053435658359
P57059_S575	316	1.36817473157154
Q13131_S356	317	-2.87557111854011
Q13464_S1102	318	1.12489276185204
Q13535_S529	319	-1.789274561838
Q13873_S863	320	-1.01922338015921
Q16513_S21	321	-1.93438829796114
Q2M2I8_T620	322	-2.29588005734827
Q7KZI7_S40	323	-1.10162860183017
Q7KZI7_S409	324	-1.50723895773265
Q7KZI7_S571	325	-1.10645931485508
Q7KZI7_S631	326	-1.32063854256203
Q7KZI7_T596	327	-1.30540885059734
Q8N4C8_S749	328	-2.53053393200465
Q8TD19_S868	329	-2.19148349420073
Q96GX5_S453	330	-1.14904958292613
Q96KB5_S59	331	3.19405415099821
Q96KB5_T24	332	1.13337958319919
Q96SB4_S311	333	-2.32902397827568
Q9BZL6_T226	334	-1.60932270865818
Q9H2G2_S571	335	1.81525371049581
Q9H4A3_S2002	336	-1.32636528451223
Q9H4A3_S2270	337	1.78904491755828
Q9NYV4_S332	338	-2.82940161620269
A0A024QZ77_S74	339	-1.25520041315614
A0A024QZ77_S76	340	-1.0558700180262
A0A024QZC1_S118	341	1.65122732648862
A0A024R0V4_S323	342	-1.05506341812265
A0A024R1A3_S816	343	-1.97594998820125
A0A024R2W3_S58	344	-2.4715502223841
A0A024R3X4_T105	345	2.11746679109512
A0A024R542_S1024	346	-1.20698069573425
A0A024R542_S1385	347	-3.0773191314288
A0A024R542_S1554	348	-1.01728510638662
A0A024R542_S1558	349	-1.53340828324934
A0A024R542_S178	350	-1.77434645781042
A0A024R542_S353	351	-2.3172317416186
A0A024R542_S435	352	-2.81366994447322
A0A024R542_S498	353	-1.00538217105765
A0A024R542_S601	354	-2.2793154499395
A0A024R542_S672	355	-1.32332465936515
A0A024R542_S691	356	-1.7958119873662
A0A024R542_S836	357	-1.74622670591604
A0A024R542_S872	358	-1.04877465915313
A0A024R542_S882	359	1.59409596864756
A0A024R542_S893	360	-1.67671936067714
A0A024R542_S987	361	-1.26178168463231
A0A024R542_T351	362	-1.79019060771992
A0A024R542_T421	363	-1.33419783948345
A0A024R5Z7_S127	364	1.68813274445238
A0A024R6K5_S331	365	1.282630593427
A0A024R8S5_S75	366	-2.21894859131201
A0A024R9T6_S48	367	-4.86814472462054
A0A024R9T6_S88	368	1.0853087978111
A0A024RCR2_T50	369	1.10726671617115
A0A087WX45_T242	370	1.8810924958037
A0A087WX97_S444	371	1.0369793962085
A0A0A0MTR7_S2606	372	1.31392584113767
A0A0A0N0L2_T399	373	-1.78727833900599
A0A0A6YZ17_S630	374	-2.02249741380208
A0A0C4DFX6_T323	375	6.61838937763598
A0A0G2JNZ2_S1279	376	4.12746478578936
A0A0G2JNZ2_S1541	377	1.42902500991236
A0A0G2JNZ2_S853	378	1.23150817346115
A0A0G2JNZ2_T826	379	-1.92630713168022
A0A0S2Z487_S99	380	-1.09730279144975
A0A0S2Z4D1_S31	381	1.38457946228417
A0A0S2Z4J1_T317	382	-1.25124796595913
A0A0S2Z4M2_S40	383	1.16529032057117
A0A0S2Z4R0_S579	384	1.08694404328397
A0A0S2Z4V5_S247	385	-1.18380937377933
A0A0S2Z5H3_T306	386	-1.23820006750986
A0A0S2Z5N9_S202	387	-1.33905174560514
A0A140VJJ6_T409	388	-1.91181311555041
A0A140VJQ6_S33	389	-1.06417223559608
A0A140VJQ8_S303	390	-2.07178236322777
A0A140VJW2_S16	391	1.05225788749746
A0A140VK53_S1152	392	-1.51028584025994
A0A140VK53_S1227	393	2.15968079551665
A0A140VK53_S2020	394	-3.84466892752083
A0A140VK53_S2030	395	1.99421577999565
A0A140VK53_S2044	396	-1.06686974025623
A0A140VK53_S2100	397	-1.63610677107697
A0A140VK53_S2102	398	-3.41211895304864
A0A140VK53_S295	399	-1.84027935027387
A0A140VK53_S377	400	1.22235621103802
A0A140VK53_T1003	401	-1.14612991058602
A0A140VK53_T1043	402	-2.65137314722468
A0A140VK53_T2104	403	-1.04244954648869
A0A140VKC4_S80	404	-1.82877483958028
A0A158RFU6_S72	405	1.1926467313731
A0A1U9X609_S22	406	-1.16709410265466
A0A1U9X8F2_S211	407	1.252102346094
A0A1U9X8F2_S248	408	1.11147017722422
A0A1U9X8F2_S296	409	1.58479921441404
A0A1U9X8R9_S512	410	1.50739041487445
A0A1U9X8T7_S305	411	-1.70485064340948
A0A1U9X974_S204	412	-1.46045986027034
A0A1U9X974_T1278	413	-1.94765581897437
A0A1U9X974_T610	414	-2.38450951305594
A0A1U9XBC1_S168	415	1.00471571499574
A0A1U9XBC1_S402	416	2.28160397877499
A0A1U9XBC1_S485	417	1.33321793381362
A0A1U9XBC1_T331	418	1.41126327417109
A0A1U9XBC1_T404	419	2.31949672937352
A0A1W1GSK9_T652	420	1.35300284650407
A0FGR8_S685	421	1.18907049646594
A0FGR8_S755	422	1.44976672754176
A0MNP2_T40	423	2.28987618954259
A1L020_S428	424	2.15824397897266
A1L170_S223	425	-1.16303281716358
A1L170_S249	426	-2.10969988481737
A1L390_S743	427	-1.06193022109368
A1L390_T1156	428	-2.27200865975733
A2A3R6_S236	429	-1.00014302269482
A2BDK6_S541	430	-1.77901915910177
A4D1W6_T110	431	-1.21506780316941
A4D275_S310	432	-1.30039778678676
A4LAA3_S594	433	2.10142959781166
A4UGR9_T1549	434	1.3513768082869
A4ZI32_S667	435	1.3458337774478
A5PL27_T528	436	2.62037977214365
A5PLM6_T234	437	-1.2515778670593
A5YM46_S216	438	-2.3526733862694
A5YM69_S184	439	-1.30512090843227
A5YM69_S445	440	-1.96745449943808
A6H8K3_S916	441	1.42293918176397
A6H8K3_S937	442	1.61529158319527
A6NCI8_S624	443	-4.73922882974744
A6NKD9_S216	444	-1.08539201325283
A6NKL6_S126	445	4.03023340083904
A6NKT7_S1276	446	-1.8850020135265
A6NKT7_T1475	447	1.29752962178871
A7E2E5_S445	448	2.27890585207253
A7K6Y5_S291	449	1.38448951881937
A7KAX9_S706	450	-1.09501073957949
A7KAX9_S871	451	-2.61907090816037
A7MBM2_T136	452	1.58971193042677
A8K0S6_S361	453	2.17864448882671
A8K1F4_S152	454	-1.86357452591106
A8K1J3_S128	455	-1.41381699355492
A8K2D3_S11	456	-1.41159155537003
A8K2F9_S72	457	1.02656711973314
A8K2M8_S125	458	-1.33543887326203
A8K2M8_S147	459	4.59963430540954
A8K2P3_S18	460	1.10025294862326
A8K4C8_S77	461	-1.05125606762314
A8K673_S57	462	-1.99303204757308
A8K6I5_S774	463	-1.73781613429633
A8K8P1_S859	464	-2.12884739886644
A8K9W7_S103	465	-4.77757037063823
A8MTJ3_S284	466	-1.89184038564918
B0LPE5_S122	467	2.93917375914804
B0YJ89_T150	468	-1.80088518680404
B2R5T1_T214	469	2.45923075151667
B2R5U3_S456	470	-1.16509109435308
B2R693_T752	471	1.49048260856355
B2R6D8_S174	472	-1.54591028441532
B2RAH2_S703	473	-4.30809919081845
B2RAH2_S785	474	-1.12978876026761
B2RAH2_S788	475	-1.15917587528557
B2RCY5_S447	476	-1.04268896615849
B2RCY5_T257	477	-5.09607491140991
B2RMV2_S881	478	1.07403404992242
B2RTU6_S1237	479	3.63268105667715
B2RU06_S1077	480	1.14845829952566
B2RU06_S1194	481	-1.49620712331385
B2RU06_T205	482	-1.01551124963034
B2RUU3_T1791	483	1.65342222263134
B2ZZ89_S2128	484	-1.25131642031375
B2ZZ89_T2187	485	-1.00619265232972
B3KMS0_S1330	486	-1.29704661256014
B3KPM4_S64	487	-1.03270345137296
B3KQY7_S108	488	-1.43543400813367
B3KRC4_S147	489	-3.2641526220663
B3KRI8_S199	490	-1.72336658303042
B3KS28_S196	491	-1.55819423990278
B3KS28_S199	492	-1.82055162414063
B3KTS4_S107	493	-1.75425231320289
B3KTS4_S185	494	-1.29542200592334
B3KVT0_S118	495	1.27546844527823
B3KY47_S348	496	-1.26192150438512
B4DDL5_S17	497	4.06570861199702
B4DG57_S603	498	1.51802929717127
B4DKX6_S165	499	-3.19121116440398
B4DP66_S252	500	1.17944084216673
B4DP81_S83	501	-2.26253390572637
B4DRM3_S359	502	1.71852108457714
B4DRM3_S406	503	-2.92423801757607
B4DRM3_S93	504	-1.09008128935488
B4DRM3_T450	505	-1.63452382603202
B4DST5_S1121	506	-1.99730213208043
B4DT06_T296	507	-2.39940002858915
B4DTB8_S421	508	-1.71926173455507
B4DTB8_S437	509	-1.01801776025493
B4DU23_S415	510	2.03078237406297
B4DVP5_S208	511	-2.77748927495924
B4E0K6_T919	512	-1.57241294521806
B4E273_S79	513	-1.18845583831949
B4E3T6_S685	514	-1.06655320347623
B5MCG9_S349	515	1.10122049098748
B7Z2R3_S130	516	-1.66316694111619
B7Z4T6_S323	517	-1.40223782918076
B7Z4T6_S487	518	-1.3099491706188
B7Z682_S177	519	1.39216729446294
B7Z682_S208	520	1.68600381371447
B7Z682_S231	521	1.49752870062756
B7ZKN5_S884	522	1.65130280933791
B7ZLE0_S992	523	-1.34742856245178
B7ZLW0_S115	524	1.20816027426925
B9EGU6_S535	525	-1.96277347842112
C6EMX8_S121	526	-2.00809538021753
C6EMX8_S365	527	1.67271198793188
C9JE98_S1783	528	-1.8381009689506
D2JYH4_S54	529	-2.08893758506248
D2SNZ4_S40	530	-1.55841472055268
D2SNZ4_T314	531	-1.58796053051928
D2SNZ4_T346	532	1.05306114872472
D9IAI1_S52	533	-1.0372508934005
E5KRP5_S268	534	1.54653469044271
E5RGS2_S152	535	-1.84227167138958
E9PKC0_S867	536	2.13053643577869
E9PKC0_S986	537	-1.63046116238813
F1T0I1_S891	538	-2.15920485477177
F8VU39_S135	539	1.4552739739939
F8VVT9_S648	540	1.19799809307052
F8W883_T1703	541	-1.08826387210827
F8WAL6_T178	542	1.09789601235887
F8WBA3_S205	543	1.73674758415563
G0XQ39_S575	544	1.12226907026785
G0XQ39_S608	545	1.51297507269136
G5E9M7_S52	546	-1.68107765253013
H3BUF6_S594	547	-1.72768350293621
I6L9B1_T600	548	1.13957863201406
J3KMY0_S68	549	-1.36063730161062
K7PPA8_S315	550	-3.3975246059964
L7RRS6_T31	551	-1.057082657935
M0QXB4_S10	552	1.22223136654339
M0QZ22_S271	553	-1.00151022789081
O00148_T171	554	-2.01879570125728
O00151_S130	555	-1.37137939561593
O00151_S187	556	1.68233083341105
O00192_S267	557	-1.56429937973447
O00192_S915	558	-1.91975977966847
O00204_S350	559	-1.15938337068288
O00468_S1674	560	1.04245555278405
O00541_T63	561	1.80262730340717
O00712_T359	562	-1.28963869012619
O00757_T13	563	1.4837526065243
O14523_S691	564	-2.91238503284367
O14613_S109	565	1.64274270492731
O14639_S706	566	2.21309784612309
O14786_S894	567	-1.6545066417749
O14828_S32	568	1.00905557834215
O14917_S886	569	-2.7199062567746
O14933_S4	570	-1.97043321972962
O15020_S2171	571	-1.15828286217404
O15037_S503	572	1.19959666349601
O15047_S1171	573	-3.29922500443914
O15049_S14	574	-1.38271850006293
O15085_S1155	575	-1.04485206029006
O15151_S342	576	1.60218668180069
O15173_S90	577	-3.65375398069327
O15534_T362	578	1.51053641528134
O15551_S209	579	2.54602027606214
O15551_T204	580	1.50372257588276
O43149_S1518	581	-1.27583743860368
O43150_S822	582	-3.21713844787363
O43159_S176	583	-4.41284467114833
O43166_S1087	584	1.63631877655914
O43166_S1130	585	1.14340828120711
O43166_S1149	586	2.5962812829019
O43166_S1270	587	1.92012929900967
O43166_S1366	588	1.2443531254765
O43166_S1443	589	1.75282545398312
O43166_S1568	590	1.43387177107635
O43166_S1603	591	1.44023682350096
O43166_S1632	592	1.06902015044078
O43166_S208	593	1.83156083904483
O43166_S210	594	1.29095806333939
O43166_S288	595	1.34686618778383
O43166_S379	596	1.59701664556886
O43166_T249	597	1.68215072905983
O43237_S203	598	-1.43507329505983
O43237_S406	599	-2.65761846863963
O43290_S448	600	-2.53270300437432
O43314_S1006	601	2.33003959436136
O43379_S1070	602	-1.64658338449536
O43399_S3	603	-1.15728847787165
O43426_S1049	604	-2.0956649511179
O43502_S20	605	2.04027925615199
O43613_T250	606	1.05963925056285
O43660_S119	607	1.71661570422473
O43719_S481	608	-1.21630987390334
O43741_S183	609	1.1466045449668
O43815_S369	610	-1.59693132738041
O60237_S687	611	-1.47745901987965
O60243_T182	612	-1.15946078693624
O60264_S66	613	-1.02361854339387
O60271_S183	614	1.00139813100306
O60271_S593	615	1.44654830654588
O60271_S733	616	-1.86932126786036
O60307_S1215	617	2.35267558756179
O60341_S166	618	-1.17473597462916
O60437_S1657	619	-1.24979650726579
O60504_S530	620	1.18176675316086
O60508_S49	621	-1.47095310160019
O60522_T716	622	-1.91510575630826
O60658_S457	623	-1.32402345902197
O60716_S868	624	-1.83578115534507
O60749_S185	625	3.03206794084649
O60749_S277	626	1.08042064202834
O60841_S295	627	1.38295413128277
O75030_S44	628	-1.08405720635094
O75072_S2	629	-1.10874369260627
O75081_S330	630	-1.18038188953913
O75106_S60	631	2.96253179302455
O75122_S596	632	1.08340676915559
O75122_S952	633	1.34748389434699
O75128_S962	634	1.18552460053242
O75151_S655	635	-1.05672096690458
O75152_T321	636	-1.42668206632125
O75179_S1635	637	-2.74182981726142
O75179_S1940	638	-2.65211408469033
O75182_S928	639	-1.69592704173508
O75190_S277	640	-3.57824704356591
O75362_T648	641	-1.61224599242959
O75369_S1988	642	1.11723516978991
O75369_S2478	643	-1.03790588350802
O75376_S2102	644	1.36410122499583
O75410_S316	645	1.59944803830999
O75427_S432	646	-1.04808806511057
O75494_S131	647	1.01636304691483
O75506_S66	648	-1.26968830332828
O75530_S25	649	-1.7472467446877
O75665_S735	650	1.63647586911555
O75665_S899	651	2.17642312328303
O75674_S323	652	1.2247660308374
O75717_S333	653	1.23818117553135
O75717_S374	654	-2.65661160467745
O75815_S290	655	5.1093072179995
O75962_S1724	656	2.5572334114636
O75970_S1078	657	1.00161557908192
O75970_T350	658	-1.55485838660071
O76061_S285	659	-1.56381947339455
O76094_S625	660	1.58138920918718
O94876_S414	661	1.91262380884662
O94885_S721	662	-2.15210157158964
O94885_S90	663	-4.27121754540922
O95069_S385	664	2.20699086363413
O95071_S2026	665	-2.05925365818606
O95071_S2369	666	1.43040906203382
O95239_S801	667	-2.57537235697009
O95239_T799	668	-1.45097390722056
O95251_S124	669	1.59147316346735
O95251_T128	670	1.46230602173737
O95251_T302	671	1.63565225799465
O95402_S381	672	-1.52523722174905
O95470_S564	673	-1.43396715260479
O95613_S1814	674	2.09022330177437
O95639_S202	675	-1.61744708708032
O95685_S28	676	1.0764003196833
O95741_T551	677	-1.29136655036483
O95785_S1127	678	-2.59584984711683
O95785_S1480	679	1.12657962142412
O95785_T998	680	-1.91396305112166
O95817_S165	681	-1.4496589054657
O95983_S56	682	2.0250266250424
P00558_S203	683	1.00305965211351
P02545_S22	684	-1.7765620509875
P02545_S301	685	-2.68033866463383
P04040_S515	686	3.87164494534081
P04406_S83	687	1.10268686009008
P04818_T53	688	3.03924882084806
P04920_S243	689	1.75166441483107
P05114_S21	690	1.3513617737011001
P05204_S25	691	1.57620232358253
P05204_S29	692	2.08100884890187
P05412_S63	693	-1.01044206021341
P06401_S162	694	1.25832098766007
P06401_S213	695	1.02043498272579
P07199_S156	696	1.05335114313159
P08727_S234	697	-1.29875977806753
P09234_S17	698	1.09112894290728
P0C7T5_S206	699	-2.00607610069631
P10244_S421	700	-1.09787756118122
P10636_S527	701	1.00110742294063
P10636_S531	702	1.13324694869777
P11166_S113	703	-1.01757190729358
P11388_S1377	704	-1.7648871625129
P11586_S490	705	1.07074823736332
P12268_S416	706	1.1758999793977
P12270_S2155	707	1.41191693375703
P12270_T650	708	1.38381107190044
P13073_T17	709	-4.27941769245658
P13646_S427	710	-1.28582384450696
P13807_S727	711	-1.94335522630539
P14618_S37	712	-1.16998439706093
P14618_S77	713	-1.69145579937541
P14859_S278	714	1.25403290949387
P14859_T270	715	1.18311279206298
P15408_S200	716	-1.79727078929726
P15822_S1735	717	-1.18466964635625
P15822_S571	718	-2.0663362582982
P15923_S139	719	1.32072530655504
P17535_S90	720	-1.230440885372
P17661_S344	721	1.21169480261571
P17861_S161	722	1.21646770835906
P18846_S198	723	1.80767621022241
P18858_S51	724	1.13946442829073
P18858_S88	725	1.24174885919189
P19174_S1263	726	-1.14358093571984
P20290_S30	727	-1.40750424523634
P20702_S563	728	-1.58643982375079
P20810_S411	729	1.21157661549525
P21333_S1520	730	-1.43040635154849
P21333_S1630	731	1.20139240507383
P21333_S2128	732	1.15949367991193
P21333_S2170	733	1.02585485885692
P21333_S2180	734	2.65517763131072
P21333_S2526	735	2.80317161436705
P21439_S696	736	-2.02070570354244
P21860_S982	737	1.11197426834
P22059_S345	738	-1.05066579388641
P22087_S124	739	-1.74386337324069
P22392_S125	740	1.29113587830611
P22392_T94	741	-1.6915327841229
P22607_T546	742	-1.89503045261016
P22626_S259	743	-1.89131576643918
P23141_T290	744	1.30521528031697
P23246_S33	745	-1.49515509874232
P23497_S18	746	2.73832504518328
P23511_S326	747	-2.24289998879042
P23771_S110	748	2.87099053598493
P23771_S166	749	-1.49939570576196
P25054_S2835	750	1.2143424426505
P25054_S926	751	3.11162696092878
P25490_T348	752	1.0466303846004
P26232_S651	753	1.91998930519061
P26641_T46	754	-1.32571217073639
P27816_S358	755	-1.29026004454995
P27816_S605	756	-1.59736715493894
P27816_S825	757	-1.27246321548557
P27816_S928	758	-1.05981253035169
P27816_T354	759	-1.14255802516455
P27816_T687	760	-1.31775453395177
P28749_S988	761	-2.75745257752113
P28838_S238	762	1.28559531482443
P29401_S104	763	2.0481877189393
P29466_S16	764	-1.20880339887818
P29590_S36	765	2.0879334759558
P29590_S403	766	1.87020360228563
P29590_S518	767	1.75633938997631
P29590_S527	768	3.50463184407902
P29590_S530	769	-2.84475171091808
P29803_S291	770	3.86412075359496
P29803_S293	771	2.69564519878656
P29966_S159	772	-3.18702571802697
P29966_S163	773	-4.35263522369146
P29966_S167	774	-3.31235305965594
P29966_S170	775	-3.48092104153808
P30291_S139	776	-1.25960076150088
P30622_S147	777	-1.39818836741936
P30622_S152	778	-2.14706701410594
P30622_S162	779	-1.88452667973544
P30622_S204	780	-1.8883292913563
P30622_T286	781	-1.09576204000664
P31639_S402	782	6.03407908925467
P31943_S310	783	1.08386743132425
P34932_S76	784	2.86752466195077
P35269_S431	785	2.22625919484247
P35269_S433	786	-1.09889952609921
P35318_S165	787	2.12260803912929
P35658_S1044	788	1.20380356338218
P35658_S678	789	-1.56102984482367
P36578_S295	790	-1.13611106866143
P36941_S73	791	-2.02151755216105
P38398_S1613	792	1.77263700165219
P38432_S487	793	2.06771277559347
P39880_S1237	794	-1.62100429171787
P39880_S1321	795	1.47778959045711
P40123_S259	796	1.90279260194276
P40222_S19	797	-1.35024839492778
P40763_S727	798	-1.11177953815312
P41208_S20	799	1.06708315242282
P42126_S264	800	-1.10714988961518
P42224_S727	801	1.12532146986688
P42695_S1384	802	-1.60974680694738
P42858_S411	803	1.82937242937691
P42858_S417	804	-1.06465433089563
P42858_T405	805	1.27430722947429
P43897_S17	806	-1.815836620927
P45985_S257	807	-1.6354021075556
P46013_S1131	808	-3.35282212154621
P46013_S1207	809	1.36872143443125
P46013_S1861	810	-2.30321734328716
P46013_S1937	811	1.01233387696888
P46013_S2344	812	-2.16968102258696
P46013_S2471	813	-1.61670453138746
P46013_S2588	814	1.61258704613209
P46013_S2708	815	-1.63021288618099
P46013_S308	816	-1.04385372059295
P46013_S584	817	-1.03144019780065
P46013_T1723	818	1.12841245932404
P46019_S978	819	1.08228900271931
P46020_S972	820	1.99797066987729
P46087_S67	821	-1.06954038966419
P46087_S732	822	-1.56995776361254
P46109_S112	823	1.14652544868828
P46776_S68	824	-1.53534533818464
P46934_S743	825	3.37009726132657
P46937_S109	826	-2.4533118332166
P47736_S499	827	1.49379301748492
P47871_S213	828	-1.5915876989315
P47871_T214	829	-2.02151755216105
P47974_S70	830	-2.24857245919097
P48382_S185	831	1.68357289060583
P49006_S22	832	-1.63070958702387
P49116_S46	833	1.02971481181775
P49321_S503	834	1.35780482631374
P49327_S2123	835	3.59443611552942
P49454_S1750	836	1.40771668541742
P49736_S108	837	1.81415003830378
P49790_S614	838	-1.01974260632176
P49790_S633	839	-1.111595128316
P49792_S1160	840	-1.13788167077824
P49792_S1456	841	1.67829155368202
P49792_S1509	842	1.34179257494911
P49792_S1869	843	-1.54382623434161
P49792_S2900	844	-1.00730130939978
P49815_S1346	845	-1.4747338249405
P49815_S1364	846	1.28513173896565
P49815_S1798	847	1.09630141266986
P49916_T850	848	-1.55124247606166
P50548_S131	849	1.88527843870209
P50548_S327	850	2.47120949046292
P50579_S45	851	-1.14869064249974
P50851_S1767	852	1.28171447747707
P51003_S24	853	-1.90591486028764
P51114_S478	854	1.83193200301749
P51116_S453	855	-1.49397545895112
P51116_S603	856	2.19084539319451
P51587_S2095	857	-1.59393484283223
P51610_S1507	858	-2.00865709325099
P51610_T1400	859	-1.52952207602537
P51788_S85	860	1.47118260722747
P51797_S208	861	-1.17577929630327
P51813_S393	862	1.3234955345782
P52565_S101	863	2.71552056287662
P52569_S646	864	-1.19931601925973
P52732_T926	865	-1.26138862982173
P52943_S195	866	1.29452401178124
P52948_S1769	867	1.29281566206226
P54253_S238	868	-1.69458859602467
P55011_S265	869	1.43897041085225
P55011_S77	870	1.5805485123376
P55197_S705	871	3.59669622504933
P55317_S448	872	1.93102175076637
P55327_S171	873	-1.06519554079157
P55327_S223	874	2.63980046052223
P60866_T9	875	-1.70748721376593
